date_issue,issue_starting_row,issue_ending_row
2015-04-25,100632,100795
2015-05-09,100795,100879
2015-05-16,100879,100962
2015-05-23,100962,101057
2015-05-30,101057,101147
2015-06-06,101147,101308
2015-06-13,101308,101309
2015-06-20,101309,101401
2015-06-27,101401,101559
2015-07-11,101559,101637
2015-07-18,101637,101716
2015-07-25,101716,101790
2015-08-01,101790,101875
2015-08-08,101875,101954
2015-08-15,101954,102042
2015-08-22,102042,102113
2015-08-29,102113,102186
2015-09-05,102186,102356
2015-09-12,102356,102435
2015-09-26,102435,102506
2015-10-03,102506,102595
2015-10-10,102595,102672
2015-10-17,102672,102758
2015-10-24,102758,102841
2015-10-31,102841,102922
2015-11-07,102922,103002
2015-11-14,103002,103080
2015-11-21,103080,103159
2015-11-28,103159,103240
2015-12-05,103240,103323
2015-12-12,103323,103403
2015-12-19,103403,103465
2016-01-02,103465,103522
2016-01-09,103522,103675
2016-01-23,103675,103765
2016-01-30,103765,103846
2016-02-06,103846,104018
2016-02-20,104018,104106
2016-03-05,104106,104175
2016-03-12,104175,104261
2016-03-19,104261,104341
2016-03-26,104341,104425
2016-04-02,104425,104499
2016-04-09,104499,104575
2016-04-16,104575,104667
2016-04-23,104667,104745
2016-04-30,104745,104825
2016-05-07,104825,104911
2016-05-14,104911,105001
2016-05-21,105001,105167
2016-06-04,105167,105245
2016-06-11,105245,105333
2016-06-18,105333,105414
2016-06-25,105414,105499
2016-07-02,105499,105571
2016-07-09,105571,105649
2016-07-16,105649,105730
2016-07-23,105730,105876
2016-08-06,105876,105948
2016-08-13,105948,106022
2016-08-20,106022,106097
2016-08-27,106097,106175
2016-09-03,106175,106247
2016-09-10,106247,106321
2016-09-17,106321,106410
2016-09-24,106410,106489
2016-10-01,106489,106566
2016-10-08,106566,106642
2016-10-15,106642,106804
2016-10-29,106804,106886
2016-11-05,106886,106966
2016-11-12,106966,107053
2016-11-19,107053,107131
2016-11-26,107131,107219
2016-12-03,107219,107298
2016-12-10,107298,107370
2016-12-17,107370,107451
2016-12-24,107451,107521
2017-01-07,107521,107595
2017-01-14,107595,107676
2017-01-21,107676,107755
2017-01-28,107755,107836
2017-02-04,107836,107914
2017-02-11,107914,107996
2017-02-18,107996,108081
2017-02-25,108081,108156
2017-03-04,108156,108235
2017-03-11,108235,108324
2017-03-18,108324,108488
2017-04-01,108488,108562
2017-04-08,108562,108646
2017-04-15,108646,108726
2017-04-22,108726,108810
2017-04-29,108810,108889
2017-05-06,108889,108979
2017-05-13,108979,109057
2017-05-20,109057,109144
2017-05-27,109144,109221
2017-06-03,109221,109300
2017-06-10,109300,109389
2017-06-17,109389,109466
2017-06-24,109466,109545
2017-07-01,109545,109629
2017-07-08,109629,109709
2017-07-15,109709,109791
2017-07-22,109791,109868
2017-07-29,109868,109939
2017-08-05,109939,110081
2017-08-12,110081,110159
2017-08-19,110159,110233
2017-08-26,110233,110307
2017-09-09,110307,110390
2017-09-16,110390,110479
2017-09-23,110479,110557
2017-09-30,110557,110643
2017-10-07,110643,110732
2017-10-14,110732,110812
2017-10-21,110812,110893
2017-10-28,110893,110979
2017-11-04,110979,111058
2017-11-11,111058,111147
2017-11-18,111147,111224
2017-11-25,111224,111315
2017-12-02,111315,111395
2017-12-09,111395,111473
2017-12-16,111473,111549
2017-12-23,111549,111619
2018-01-06,111619,111686
2018-01-13,111686,111761
2018-01-20,111761,111833
2018-01-27,111833,111913
2018-02-03,111913,111987
2018-02-10,111987,112064
2018-02-17,112064,112136
2018-02-24,112136,112208
2018-03-03,112208,112283
2018-03-10,112283,112365
2018-03-17,112365,112446
2018-03-24,112446,112521
2018-03-31,112521,112673
2018-04-14,112673,112755
2018-04-21,112755,112831
2018-04-28,112831,112913
2018-05-05,112913,112995
2018-05-12,112995,113070
2018-05-19,113070,113150
2018-05-26,113150,113227
2018-06-02,113227,113306
2018-06-09,113306,113376
2018-06-16,113376,113450
2018-06-23,113450,113532
2018-06-30,113532,113610
2018-07-07,113610,113696
2018-07-14,113696,113765
2018-07-21,113765,113833
2018-07-28,113833,113910
2018-08-04,113910,113977
2018-08-11,113977,114048
2018-08-18,114048,114119
2018-08-25,114119,114185
2018-09-01,114185,114261
2018-09-08,114261,114332
2018-09-15,114332,114406
2018-09-22,114406,114484
2018-09-29,114484,114564
2018-10-06,114564,114639
2018-10-13,114639,114718
2018-10-20,114718,114794
2018-10-27,114794,114879
2018-11-03,114879,114959
2018-11-10,114959,115114
2018-11-24,115114,115184
2018-12-01,115184,115267
2018-12-08,115267,115337
2018-12-15,115337,115411
2018-12-22,115411,115478
2019-01-05,115478,115608
2019-01-19,115608,115678
2019-01-26,115678,115753
2019-02-02,115753,115827
2019-02-09,115827,115901
2019-02-16,115901,115982
2019-02-23,115982,116055
2019-03-02,116055,116203
2019-03-16,116203,116287
2019-03-23,116287,116356
2019-03-30,116356,116429
2019-04-06,116429,116507
2019-04-13,116507,116586
2019-04-20,116586,116657
2019-04-27,116657,116738
2019-05-04,116738,116817
2019-05-11,116817,116892
2019-05-18,116892,116974
2019-05-25,116974,117050
2019-06-01,117050,117127
2019-06-08,117127,117202
2019-06-15,117202,117279
2019-06-22,117279,117362
2019-06-29,117362,117439
2019-07-06,117439,117522
2019-07-13,117522,117595
2019-07-20,117595,117663
2019-07-27,117663,117807
2019-08-10,117807,117878
2019-08-17,117878,117944
2019-08-24,117944,118010
2019-08-31,118010,118080
2019-09-07,118080,118145
2019-09-14,118145,118225
2019-09-21,118225,118289
2019-09-28,118289,118370
2019-10-05,118370,118447
2019-10-12,118447,118525
2019-10-19,118525,118595
2019-10-26,118595,118675
2019-11-02,118675,118743
2019-11-09,118743,118814
2019-11-16,118814,118892
2019-11-23,118892,118965
2019-11-30,118965,119039
2019-12-07,119039,119117
2019-12-14,119117,119188
2019-12-21,119188,119257
2020-01-04,119257,119316
2020-01-11,119316,119387
2020-01-18,119387,119467
2020-01-21,119467,119480
2020-01-25,119480,119553
2020-02-01,119553,119625
2020-02-08,119625,119701
2020-02-15,119701,119772
2020-02-22,119772,119853
2020-02-29,119853,119927
2020-03-07,119927,120069
2020-03-14,120069,120137
2020-03-21,120137,120213
2020-03-28,120213,120286
2020-04-11,120286,120436
2020-04-18,120436,120507
2020-05-02,120507,120582
2020-05-09,120582,120669
2020-05-16,120669,120739
2020-05-23,120739,120811
2020-05-30,120811,120884
2020-06-06,120884,120955
2020-06-13,120955,121030
2020-06-20,121030,121107
2020-06-27,121107,121180
2020-07-04,121180,121262
2020-07-11,121262,121330
2020-07-18,121330,121399
2020-07-25,121399,121471
2020-08-01,121471,121536
2020-08-08,121536,121605
2020-08-15,121605,121674
2020-08-22,121674,121815
2020-09-05,121815,121884
2020-09-12,121884,121954
2020-09-19,121954,122034
2020-09-26,122034,122101
2020-10-03,122101,122177
2020-10-10,122177,122255
2020-10-17,122255,122324
2020-10-24,122324,122393
2020-10-31,122393,122458
2020-11-07,122458,122520
2020-11-14,122520,122595
2020-11-28,122595,122666
2020-12-05,122666,122734
2020-12-12,122734,122806
2020-12-19,122806,122875
2021-01-02,122875,122930
